county,pop
16031,5968
39069,37788
39071,51092
39073,23621
42011,312322
39077,46506
39079,3535
39081,72686
39083,23435
39085,270066
42013,99478
39089,253026
39091,42257
39093,283574
39095,381428
39097,83522
42015,55606
39101,13671
39103,92356
39105,27057
39107,47094
5121,28803
39109,58112
39111,14568
39113,496769
39115,5344
39117,69629
39119,100810
39121,17745
42019,197178
39125,48655
46039,2941
39127,55091
39129,90993
39131,19291
39133,88063
1061,24349
39137,45435
39139,192968
39141,122629
39143,50599
39145,109131
39147,61358
39149,122809
39151,302896
22035,7892
39153,651450
39155,265378
39157,103744
39159,204617
39161,53944
39163,55499
39165,414494
39167,71735
5123,41052
39169,230548
1067,9636
39173,189039
39175,35911
48223,29538
1069,108758
31107,7159
31001,30923
1071,36595
31007,875
31009,507
31011,4903
1073,529934
31017,3829
31019,3280
31021,3667
17127,14766
31025,17184
1075,11691
31029,1801
31031,3791
31033,10169
31035,1280
5125,153154
31037,7211
1077,75818
31041,9039
27019,42605
31045,6438
20193,10329
1079,36300
31053,10518
46043,5675
31055,440733
31057,469
20195,4810
31061,1434
42041,91936
31065,1549
31067,8919
31069,3873
29131,17778
20197,54554
31073,14309
42043,229613
31079,30637
31081,10255
20199,1445
31085,3195
42045,519211
31089,10319
31091,665
31093,8011
20201,8677
5127,25915
31097,4839
42047,32326
5117,52029
31101,3529
31105,2724
20203,1538
31109,251669
1089,310354
31113,2822
46045,835
31115,512
31117,534
20205,7203
31121,34574
42051,118253
31125,2298
31127,6348
31129,7377
20207,5786
31133,1989
42053,5984
31137,31038
31131,21613
31141,7215
20209,187703
31145,11104
42055,146109
31149,676
31151,12779
31153,150389
31155,20564
5129,8757
31157,11753
42057,20315
31161,7980
31163,3255
31165,38868
31167,36424
31169,2970
42059,14156
31173,6227
46047,4135
31175,4531
31177,64075
31179,17522
31181,2947
42061,63384
31185,20425
31139,13007
23001,86727
23003,67950
23005,253485
23007,17598
23009,46857
23011,105309
23013,27895
23015,58726
23017,58850
23019,135108
23021,18194
23023,40043
5131,124696
23025,64245
23027,36207
23029,32172
23031,210869
48231,63701
42069,178158
46049,917
42071,509899
42073,88760
31047,7015
42075,175467
5133,15831
42077,353541
53001,1800
42079,332989
46051,9223
53003,1393
42081,115618
31159,31991
53005,134970
42083,38697
48507,12513
42085,118134
53009,38013
5135,26888
42087,46870
48235,1715
42089,153869
46053,1433
42091,898867
53015,51068
42093,17349
31171,736
53017,31069
31051,5097
53019,6814
5137,11453
5119,368083
48237,9871
53023,2609
56001,31483
56003,11782
56005,35929
56007,15239
56009,13032
56011,4369
56013,35598
56015,11476
56017,4742
56019,6764
56021,81236
56023,16773
56025,66873
31183,956
56029,26976
56031,8494
5139,64846
56033,28616
56035,6395
56037,40787
56039,16775
56041,20411
48239,11337
56045,8134
53033,1599999
53035,163127
53037,36686
21235,46756
53039,12476
5141,16124
48241,31349
53043,10332
53045,101896
53047,37310
53049,21463
5143,273644
27109,144138
48243,2419
53053,899866
20147,6347
53055,15397
48001,38051
48003,13764
48005,78621
48007,20528
48009,4210
31059,2171
48011,897
48013,10838
48015,3611
48019,16511
5145,81146
48021,10192
48025,4983
48027,178954
48029,1368605
48245,237288
48033,600
38043,1701
48037,59699
48039,193594
48041,139251
48043,5676
48045,1873
48047,6509
48049,30711
48051,17026
48053,14319
48055,24554
48057,3295
48059,4830
48061,371392
48065,7770
48067,43596
48069,5895
48071,5776
48073,39234
48075,5067
48077,8940
48079,4582
5147,8116
48081,1566
48083,13365
48085,441152
48087,3302
48089,22657
48091,40456
48093,1084
48095,1746
48097,4335
48099,82176
48103,3634
48105,3589
48107,5930
48109,2601
48111,1888
48113,1950230
48115,11164
48117,17961
48119,4845
48121,681111
48123,4854
48125,2299
48127,7710
48129,4627
31063,2228
48133,15053
48135,118251
48137,2841
48139,137537
5149,22280
48141,651337
48143,27392
48145,30439
48147,20087
48149,35387
48249,43650
48153,5976
48157,316125
46067,10085
48161,12273
48163,12485
48165,16294
48167,279008
48169,2597
48171,13011
48173,395
48175,11447
48177,17782
48179,19932
48181,153964
48183,30951
48185,20620
48187,102377
48189,29897
48191,5093
40001,10861
40003,4268
40005,9047
40007,6633
40009,16789
40011,8107
40013,34689
40015,22835
40017,34841
40019,17693
40021,50075
40023,16500
40025,1350
46069,970
40029,3792
40031,102693
40033,7117
49015,18026
40035,3573
40037,11193
40039,15940
40041,13569
40043,8156
40045,3578
40047,52717
40049,19371
40051,49018
40053,6301
40055,5877
40057,2847
40059,3560
40061,8916
40063,11985
40065,27195
40067,7949
40069,12788
40071,20838
40073,17017
27159,36103
40077,10593
40079,46827
40081,35134
40083,30407
40085,7513
46071,2127
40089,35315
40091,13601
40093,5772
40095,43134
40097,51113
40099,9392
40101,54925
40103,23149
40105,6011
40107,9174
40109,769421
40111,42283
40113,28778
40115,47913
40117,17097
40119,68124
40121,40756
40123,32375
40125,82158
40127,7360
40129,2376
40131,51211
40133,30133
40135,40046
40137,39896
40139,19439
40141,11173
40143,614799
40145,100108
46073,2322
40149,20713
40151,9573
55075,28368
48347,54248
48349,66682
48351,11238
48353,13246
48355,311127
48357,9049
48359,3090
48361,87202
48363,10168
48365,41479
48367,110460
48369,17329
31071,2099
48371,14285
48373,38155
48375,57479
48377,6959
48379,9448
21217,36022
48381,151920
48383,3042
48385,2748
48387,12714
48389,9924
48391,8077
48393,621
48395,28862
48397,177653
46075,1166
48401,34880
48403,9300
48405,10306
48407,18321
48409,68330
48411,5286
48413,3179
48415,25182
48417,3394
48419,29705
48421,2053
48423,206860
48425,22816
48427,48494
48429,9308
48431,1104
49041,18324
48433,846
48435,5060
48437,7069
48439,1789885
48441,135902
48443,853
48445,11114
48447,2657
48449,28922
48451,101688
48453,840821
48455,5689
48457,20499
46077,11465
48461,8959
48463,23950
48465,41127
48467,93617
48469,114599
48471,87043
48473,166137
48475,9918
48477,33290
48479,217078
48481,38062
48483,5913
48485,120619
48487,16435
48489,17879
31075,653
48493,17276
48495,6266
31147,9077
48497,101597
48499,48054
48501,6095
48503,25902
48505,12943
19007,7061
49045,51644
46079,5843
49047,39077
49049,427859
49053,162532
24001,58889
24003,458970
46081,15778
24005,304807
49057,225037
24009,74355
24011,15686
24013,125315
24015,94908
24017,101012
24019,43289
24021,192629
24023,38386
24025,252673
24027,277032
24029,9823
24031,863949
24033,914004
24035,54183
24037,102620
24039,19880
24041,38821
24043,163238
24045,57790
24047,83813
46083,10777
48267,2476
46085,6550
8121,10700
31083,3317
49043,33047
19047,15999
6055,89565
46087,4099
16001,272610
16003,1663
16005,38356
16007,5895
16009,2821
16011,46534
16013,21102
16015,10854
16017,33255
48225,17831
16021,8367
16023,4186
16027,208105
16029,6304
51173,25438
16033,48
16035,7590
16037,1138
16039,48698
16041,14306
16043,2354
16045,31779
16047,5196
16049,15847
16051,77411
46089,7988
16053,17284
16083,71255
16055,138475
16057,31791
16059,9824
16061,3495
16063,13063
16065,44746
16067,35754
16069,38409
16071,2697
13083,11663
16073,9179
16075,20150
16077,25962
16079,13381
16081,9629
31087,2795
16085,10302
16087,23433
6077,645072
46091,3728
32510,66742
8001,265687
8003,1459
8005,255282
8009,4353
8011,597
8013,181815
8015,7389
8017,1371
54005,18007
8021,15712
8023,7095
8029,17055
8031,736661
42003,1029679
8033,1621
30011,1274
8037,22731
8039,105294
8041,537131
8043,66802
8045,36394
8047,10574
8049,11449
8051,2183
8053,6391
8055,1091
8057,1438
8059,659952
8061,1689
8063,7828
8065,7148
8067,47082
8069,225996
8071,23712
8073,8769
8075,19340
8077,133877
49039,20727
8081,766
8083,27942
8085,46538
8087,21129
8089,19163
49051,63422
42005,49358
8093,18872
49055,2623
8097,35957
8099,13776
8101,155530
8103,21201
8105,7966
8107,33494
8109,17142
8111,587
8113,12146
8115,2105
8117,22395
8119,38660
13091,2885
8123,320541
8125,15676
24510,920950
48227,30459
31095,19311
49013,7375
